bodega,vino,anio,calificacion,num_resenas,region,precio,tipo,cuerpo,acidez,id_vino
Senorio de San Vicente,San Vicente Rioja,2016,4.4,609,Rioja,42.7,Rioja Tinto,4.0,3.0,716
Tresmano - Tr3smano,Vendimia,2017,4.4,581,Ribera del Duero,28.7315367295517,Ribera del Duero Tinto,5.0,3.0,717
Ferrer Bobet,Priorat Vinyes Velles,2017,4.4,575,Priorato,32.65,Priorat Tinto,4.0,3.0,718
Marques de Caceres,Gaudium,2015,4.4,561,Rioja,43.86,Rioja Tinto,4.0,3.0,719
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,4.4,560,Rioja,36.9,Rioja Tinto,4.0,3.0,720
Remirez de Ganuza,Rioja Reserva,2013,4.4,550,Rioja,54.83,Rioja Tinto,4.0,3.0,721
Marques de Murrieta,Dalmau Rioja,2016,4.4,550,Rioja,55.33,Rioja Tinto,4.0,3.0,722
Bodegas Amaren,Tempranillo Reserva,2010,4.4,542,Rioja,26.9,Rioja Tinto,4.0,3.0,723
Bodegas Tradicion,Cream Tradicion Vos 20 Years,N.V.,4.4,527,Jerez Cream,57.9,Jerez,5.0,2.0,724
Tinto Pesquera,Millenium Reserva,2008,4.4,527,Ribera del Duero,74.0,Ribera del Duero Tinto,3.0,3.0,725
Hacienda Monasterio,Cosecha,2019,4.4,523,Ribera del Duero,34.35,Ribera del Duero Tinto,3.0,3.0,726
Arzuaga,Gran Reserva Ribera del Duero,2009,4.4,516,Ribera del Duero,76.3,Ribera del Duero Tinto,3.0,3.0,727
Ausas,Interpretacion,2017,4.4,514,Ribera del Duero,45.3,Ribera del Duero Tinto,3.0,3.0,728
Vega Sicilia,Valbuena 5o,1995,4.4,512,Ribera del Duero,299.0,Ribera del Duero Tinto,3.0,3.0,729
Bodegas Mauro,VS,2016,4.4,506,Castilla y Leon,56.5,Tempranillo,3.0,3.0,730
Vina Sastre,Pago de Santa Cruz,2014,4.4,499,Ribera del Duero,54.9,Ribera del Duero Tinto,3.0,3.0,731
Ordonez,Vatan Tinta de Toro,2017,4.4,498,Toro,55.31,Toro Tinto,3.0,3.0,732
Cillar de Silos,Dominio del Pidio,2016,4.4,495,Ribera del Duero,53.91,Ribera del Duero Tinto,3.0,3.0,733
Marques de Riscal,Rioja Gran Reserva,2015,4.4,485,Rioja,35.1,Rioja Tinto,3.0,3.0,734
Teso La Monja,Victorino,2017,4.4,481,Toro,38.5,Toro Tinto,3.0,3.0,735
Imperial,Rioja Gran Reserva,2015,4.4,471,Rioja,49.97,Rioja Tinto,3.0,3.0,736
Carmelo Rodero,Reserva,2016,4.4,450,Ribera del Duero,32.9,Ribera del Duero Tinto,3.0,3.0,737
Ramos-Paul,Tinto,2006,4.4,443,Malaga,34.0,Tinto,3.0,3.0,738
Anima Negra,An,2018,4.4,436,Mallorca,38.3,Tinto,3.0,3.0,739
Matarromera,Ribera del Duero Prestigio,2014,4.4,421,Ribera del Duero,41.32,Ribera del Duero Tinto,3.0,3.0,740
Bodega Numanthia,Numanthia,2004,4.4,414,Toro,98.0,Toro Tinto,3.0,3.0,741
Rafael Palacios,As Sortes Val do Bibei Godello,2018,4.4,412,Valdeorras,55.71,D.O. Valdeorras ,3.5,4.0,742
Bodega de Bardos,Suprema 30 Meses,2016,4.4,406,Ribera del Duero,35.2,Ribera del Duero Tinto,4.0,3.0,743
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,4.4,389,Rioja,73.6,Rioja Tinto,3.0,3.0,744
Ausas,Interpretacion,2018,4.4,389,Ribera del Duero,41.0,Ribera del Duero Tinto,4.0,3.0,745
Morca,Garnacha,2016,4.4,376,Campo de Borja,31.5,Garnacha,3.0,3.0,746
Carmelo Rodero,Ribera del Duero TSM,2015,4.4,367,Ribera del Duero,56.75,Ribera del Duero Tinto,3.0,3.0,747
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,363,Toro,20.9,Toro Tinto,5.0,3.0,748
Lan,A Mano Rioja,2017,4.4,360,Rioja,30.73,Rioja Tinto,4.0,3.0,749
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,4.4,351,Ribera del Duero,49.9,Ribera del Duero Tinto,5.0,3.0,750
Vinicola Real,200 Monges Rioja Gran Reserva,2001,4.4,349,Rioja,52.0,Rioja Tinto,4.0,3.0,751
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,4.4,343,Rioja,90.0,Rioja Tinto,4.0,3.0,752
Antidoto,La Hormiga de Antidoto,2019,4.4,336,Ribera del Duero,26.63,Ribera del Duero Tinto,5.0,3.0,753
Abadia Retuerta,Le Domaine Blanco de Guarda,2019,4.4,334,Sardon de Duero,32.58,V.T. Castilla y León,3.0,3.0,754
Rafael Palacios,As Sortes Val do Bibei Godello,2019,4.4,333,Valdeorras,46.5,D.O. Valdeorras ,3.5,4.0,755
Bosque de Matasnos,Edicion Limitada,2015,4.4,328,Ribera del Duero,32.5811870756681,Ribera del Duero Tinto,5.0,3.0,756
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,4.4,319,Valencia,29.95,Tinto,4.0,3.0,757
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,316,Rioja,34.9,Rioja Tinto,4.0,3.0,758
Remelluri,Granja Gran Reserva Rioja,2011,4.4,313,Rioja,43.9,Rioja Tinto,4.0,3.0,759
Perinet,Priorat,2016,4.4,309,Priorato,65.0,Priorat Tinto,4.0,3.0,760
Toro Albala,Don PX Pedro Ximenez,1994,4.4,306,Montilla-Moriles,35.9,Pedro Ximenez,5.0,1.0,761
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,4.4,305,Ribera del Duero,210.5,Ribera del Duero Tinto,5.0,3.0,762
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,4.4,298,Cava,55.95,Cava,2.0,3.0,763
Costers del Siurana,Miserere,2005,4.4,296,Priorato,92.8716274104906,Priorat Tinto,4.0,3.0,764
Martinet,Clos Martinet,2015,4.4,296,Priorato,65.4,Priorat Tinto,4.0,3.0,765
Valquejigoso,V2 Tinto,2008,4.4,293,Madrid,45.890156,Tinto,4.0,3.0,766
Familia Torres,Grans Muralles,2014,4.4,292,Conca de Barbera,304.0,Tinto,4.0,3.0,767
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,4.4,269,Rioja,47.5,Rioja Tinto,4.0,3.0,768
Lan,A Mano Rioja,2018,4.4,269,Rioja,29.9,Rioja Tinto,4.0,3.0,769
Contino,Rioja Gran Reserva,2016,4.4,267,Rioja,40.45,Rioja Tinto,4.0,3.0,770
Vinedos de Paganos,El Puntido Gran Reserva,2007,4.4,267,Rioja,49.65,Rioja Tinto,4.0,3.0,771
Alion,Ribera del Duero,1996,4.4,259,Ribera del Duero,141.0,Ribera del Duero Tinto,5.0,3.0,772
Remirez de Ganuza,Trasnocho,2010,4.4,258,Rioja,133.75,Rioja Tinto,4.0,3.0,773
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,4.4,252,Rioja,67.9,Rioja Tinto,4.0,3.0,774
Martinet,Clos Martinet,2011,4.4,249,Priorato,75.92,Priorat Tinto,4.0,3.0,775
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,4.4,245,Cava,47.52,Cava,2.0,3.0,776
Volver,Triga,2017,4.4,243,Alicante,29.9,Tinto,4.0,3.0,777
Volver,Cuvee Old Vines Unfiltered,2017,4.4,241,Jumilla,19.99,Tinto,4.0,3.0,778
La Vicalanda,Gran Reserva,2010,4.4,239,Rioja,59.25,Rioja Tinto,4.0,3.0,779
Monovar,Fondillon,1996,4.4,236,Alicante,73.9,Tinto,4.0,3.0,780
Alvaro Domecq,1730 Pedro Ximenez,N.V.,4.4,234,Jerez Pedro Ximenes (PX),39.35,Jerez,4.0,3.0,781
Bodegas Mas Alta,Cirerets,2018,4.4,233,Priorato,40.3,Priorat Tinto,4.0,3.0,782
Cillar de Silos,Dominio del Pidio,2018,4.4,225,Ribera del Duero,42.75,Ribera del Duero Tinto,5.0,3.0,783
Contino,Vina del Olivo,2016,4.4,224,Rioja,149.5,Rioja Tinto,4.0,3.0,784
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,4.4,222,Rioja,76.5,Rioja Tinto,4.0,3.0,785
Martinet,Clos Martinet,2008,4.4,220,Priorato,113.2,Priorat Tinto,4.0,3.0,786
Ossian,Vinas Viejas Verdejo,2019,4.4,219,Castilla y Leon,26.9,Verdejo,3.0,3.0,787
Vega Sicilia,Valbuena 5o,1994,4.4,218,Ribera del Duero,249.8,Ribera del Duero Tinto,5.0,3.0,788
Carmelo Rodero,Reserva,2017,4.4,217,Ribera del Duero,29.95,Ribera del Duero Tinto,5.0,3.0,789
Los Aguilares,Tadeo Tinto,2014,4.4,215,Sierras de Malaga,33.0,Tinto,4.0,3.0,790
Dominio de Cair,Tierras de Cair Reserva,2014,4.4,208,Ribera del Duero,37.0,Ribera del Duero Tinto,5.0,3.0,791
Bodega Rento,Tinto,2014,4.4,207,Ribera del Duero,37.13,Ribera del Duero Tinto,5.0,3.0,792
R. Lopez de Heredia,Gran Reserva Rosado,2011,4.4,206,Rioja Alta,49.95,Rioja Rosado,3.0,3.0,793
Chivite,Navarra Coleccion 125 Blanco,2017,4.4,204,Navarra,50.9,Chardonnay,4.0,3.0,794
Gramona,Cava Celler Batlle,2006,4.4,201,Cava,51.95,Cava,2.0,3.0,795
Remelluri,Rioja Blanco,2017,4.4,201,Rioja,49.2,Rioja Blanco,3.0,3.0,796
Castano,Casa Cisca Monastrell,2015,4.4,200,Yecla,35.2,Monastrell,5.0,3.0,797
Dominio do Bibei,Lapola,2019,4.4,196,Ribeira Sacra,20.74,D.O. Ribeira Sacra,3.0,3.0,798
Allende,Calvario Rioja,2008,4.4,195,Rioja,87.3,Rioja Tinto,4.0,3.0,799
Remelluri,Granja Gran Reserva Rioja,2012,4.4,194,Rioja,45.95,Rioja Tinto,4.0,3.0,800
Abadia Retuerta,Pago Negralada,2013,4.4,189,Sardon de Duero,64.99,Tempranillo,4.0,2.0,801
Mas Doix,Doix,2007,4.4,187,Priorato,350.03,Priorat Tinto,4.0,3.0,802
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,4.4,185,Priorato,69.9,Priorat Tinto,4.0,3.0,803
Vall Llach,Idus,2017,4.4,180,Priorato,36.95,Priorat Tinto,4.0,3.0,804
Martinet,Clos Martinet,2007,4.4,177,Priorato,154.37,Priorat Tinto,4.0,3.0,805
Marco Abella,Clos Abella Seleccion Especial,2014,4.4,173,Priorato,43.85,Priorat Tinto,4.0,3.0,806
Casa Castillo,Pie Franco,2017,4.4,172,Jumilla,77.98,Monastrell,5.0,3.0,807
Sierra Cantabria,Amancio,2013,4.4,172,Rioja,91.43,Rioja Tinto,4.0,3.0,808
Emilio Moro,Malleolus de Sanchomartin,2007,4.4,172,Ribera del Duero,195.0,Ribera del Duero Tinto,5.0,3.0,809
Espectacle del Montsant,Tinto,2016,4.4,169,Montsant,125.84,Montsant Tinto,4.0,3.0,810
Lan,Culmen Reserva Rioja,2001,4.4,168,Rioja,69.0,Rioja Tinto,4.0,3.0,811
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,4.4,168,Rueda,17.49,Verdejo,3.0,3.0,812
Recaredo,Serral del Vell Brut Nature,2014,4.4,166,Cava,44.41,Cava,2.0,3.0,813
Espectacle del Montsant,Tinto,2014,4.4,165,Montsant,149.0,Montsant Tinto,4.0,3.0,814
Abadia Retuerta,Pago Negralada,2009,4.4,165,Sardon de Duero,73.6,Tempranillo,4.0,2.0,815
Remirez de Ganuza,Trasnocho,2014,4.4,164,Rioja,82.75,Rioja Tinto,4.0,3.0,816
Mas Doix,Doix,2013,4.4,164,Priorato,78.38,Priorat Tinto,4.0,3.0,817
Protos,Seleccion Finca el Grajo Viejo,2016,4.4,162,Ribera del Duero,59.95,Ribera del Duero Tinto,5.0,3.0,818
Sierra Cantabria,Finca el Bosque,2014,4.4,162,Rioja,80.95,Rioja Tinto,4.0,3.0,819
Artadi,La Poza de Ballesteros,2015,4.4,161,Rioja Alavesa,95.9,Tempranillo,4.0,2.0,820
Tinto Pesquera,Millenium Reserva,2015,4.4,160,Ribera del Duero,75.0,Ribera del Duero Tinto,5.0,3.0,821
Harveys,30 Years VORS Pedro Ximenez Sherry,N.V.,4.4,159,Jerez Pedro Ximenes (PX),58.95,Jerez,4.0,3.0,822
Marques de Caceres,Gaudium,1994,4.4,159,Rioja,125.0,Rioja Tinto,4.0,3.0,823
Contino,Vina del Olivo,2015,4.4,159,Rioja,64.0,Rioja Tinto,4.0,3.0,824
Sierra Cantabria,Finca el Bosque,2012,4.4,158,Rioja,78.9,Rioja Tinto,4.0,3.0,825
Orben,Malpuesto,2018,4.4,158,Rioja,35.5,Rioja Tinto,4.0,3.0,826
Artadi,Valdegines,2018,4.4,155,Rioja Alavesa,42.35,Tempranillo,4.0,2.0,827
Jaro,Chafandin,2018,4.4,155,Ribera del Duero,28.95,Ribera del Duero Tinto,5.0,3.0,828
Artadi,Vina El Pison,2007,4.4,154,Rioja Alavesa,495.0,Tempranillo,4.0,2.0,829
Abadia Retuerta,Pago Negralada,2016,4.4,152,Sardon de Duero,63.95,Tempranillo,4.0,2.0,830
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,4.4,151,Rioja,99.0,Rioja Tinto,4.0,3.0,831
Vina Sastre,Pesus Ribera del Duero,2012,4.4,150,Ribera del Duero,379.0,Ribera del Duero Tinto,5.0,3.0,832
Dominio del Aguila,Reserva,2017,4.4,149,Ribera del Duero,56.95,Ribera del Duero Tinto,5.0,3.0,833
Vina Sastre,Regina Vides Ribera del Duero,2012,4.4,148,Ribera del Duero,65.34,Ribera del Duero Tinto,5.0,3.0,834
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019,4.4,147,Jerez Pedro Ximenes (PX),22.35,Pedro Ximenez,5.0,1.0,835
Bodegas El Paraguas,Atlantico,2019,4.4,146,Ribeiro,18.99,D.O. Ribeiro,2.0,3.0,836
Mustiguillo,Quincha Corral,2016,4.4,145,El Terrerazo,79.95,Tinto,4.0,3.0,837
Martinet,Els Escurcons,2014,4.4,143,Priorato,78.49,Priorat Tinto,4.0,3.0,838
Remirez de Ganuza,Rioja Reserva,2014,4.4,142,Rioja,49.9,Rioja Tinto,4.0,3.0,839
Vall Llach,Idus,2018,4.4,141,Priorato,35.5,Priorat Tinto,4.0,3.0,840
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,4.4,141,Rioja,34.9,Rioja Blanco,3.0,3.0,841
Astrales,Christina Ribera del Duero,2016,4.4,142,Ribera del Duero,50.76,Ribera del Duero Tinto,5.0,3.0,842
Merum Priorati,Desti,2018,4.4,136,Priorato,29.95,Priorat Tinto,4.0,3.0,843
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,4.4,135,Rioja,36.75,Rioja Tinto,4.0,3.0,844
Bodegas Mauro,Godello Blanco,2019,4.4,134,Bierzo,37.6,V.T. Castilla y León ,3.0,3.0,845
Alto Moncayo,Aquilon Garnacha,2014,4.4,134,Campo de Borja,100.0,Garnacha,5.0,3.0,846
Cayetano del Pino,Palo Cortado 1/10,N.V.,4.4,134,Jerez-Xeres-Sherry,25.0,Jerez,4.0,3.0,847
Remelluri,Rioja Blanco,2018,4.4,130,Rioja,52.0,Rioja Blanco,3.0,3.0,848
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012,4.4,130,Rias Baixas,34.25,Albarino,3.0,3.0,849
Fefinanes,Albarino de Fefinanes III Ano,2017,4.4,128,Rias Baixas,35.4,Albarino,3.0,3.0,850
Arzuaga,Reserva Ribera del Duero,2018,4.4,128,Ribera del Duero,32.15,Ribera del Duero Tinto,5.0,3.0,851
Familia Torres,Perpetual,2017,4.4,127,Priorato,62.75,Priorat Tinto,4.0,3.0,852
Gramona,Cava Celler Batlle,2010,4.4,126,Cava,58.3,Cava,2.0,3.0,853
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,4.4,123,Priorato,58.9,Priorat Tinto,4.0,3.0,854
Merum Priorati,El Cel,2015,4.4,123,Priorato,59.0,Priorat Tinto,4.0,3.0,855
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016,4.4,122,Rioja,42.95,Rioja Blanco,3.0,3.0,856
Vall Llach,Porrera Vi de Vila,2017,4.4,122,Priorato,43.95,Priorat Tinto,4.0,3.0,857
Resalte,Gran Ribera del Duero,2010,4.4,122,Ribera del Duero,41.9188925,Ribera del Duero Tinto,5.0,3.0,858
Scala Dei,Heretge Priorat,2017,4.4,120,Priorato,91.03,Priorat Tinto,4.0,3.0,859
Figuero,Vinas Viejas,2018,4.4,119,Ribera del Duero,25.1,Ribera del Duero Tinto,5.0,3.0,860
Artadi,La Poza de Ballesteros,2014,4.4,119,Rioja Alavesa,104.0,Tempranillo,4.0,2.0,861
Artadi,El Carretil,2010,4.4,117,Rioja,295.3,Tempranillo,4.0,2.0,862
Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,N.V.,4.4,117,Jerez Oloroso,79.9,Jerez,4.0,3.0,863
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,116,Ribera del Duero,71.95,Ribera del Duero Tinto,5.0,3.0,864
Pinea,17,2018,4.4,115,Ribera del Duero,57.9,Tempranillo,4.0,2.0,865
Vina Sastre,Pesus Ribera del Duero,2011,4.4,114,Ribera del Duero,465.0,Ribera del Duero Tinto,5.0,3.0,866
Mas Doix,Doix,2014,4.4,114,Priorato,116.0,Priorat Tinto,4.0,3.0,867
Terroir Al Limit Soc. Lda,Les Tosses,2014,4.4,113,Priorato,158.88,Priorat Tinto,4.0,3.0,868
Martinet,Cami Pesseroles,2007,4.4,112,Priorato,165.85,Priorat Tinto,4.0,3.0,869
Artadi,La Poza de Ballesteros,2013,4.4,112,Rioja Alavesa,101.01,Tempranillo,4.0,2.0,870
Portal del Priorat,Clos del Portal Tros de Clos,2016,4.4,109,Priorato,56.95,Priorat Tinto,4.0,3.0,871
Vina Sastre,Pago de Santa Cruz,2019,4.4,109,Ribera del Duero,48.69,Ribera del Duero Tinto,5.0,3.0,872
Bodegas Mas Alta,La Basseta,2016,4.4,108,Priorato,56.0,Priorat Tinto,4.0,3.0,873
Cims de Porrera,Classic,1996,4.4,106,Priorato,217.2,Priorat Tinto,4.0,3.0,874
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017,4.4,106,Priorato,89.9,Priorat Tinto,4.0,3.0,875
Casa Rojo,Minami,2016,4.4,106,Jumilla,48.9,Monastrell,5.0,3.0,876
La Rioja Alta,Rioja Gran Reserva 904,1982,4.4,106,Rioja,145.0,Rioja Tinto,4.0,3.0,877
Alvaro Palacios,Vi de Vila Gratallops,2019,4.4,105,Priorato,54.5,Priorat Tinto,4.0,3.0,878
Bodegas Naluar & Acediano,Acediano,2016,4.4,104,Ribera del Duero,42.0,Ribera del Duero Tinto,5.0,3.0,879
Gramona,Cava Celler Batlle,2009,4.4,102,Cava,59.75,Cava,2.0,3.0,880
Cims de Porrera,Classic,2012,4.4,102,Priorato,49.95,Priorat Tinto,4.0,3.0,881
Murua,Veguin de Murua Gran Reserva,2012,4.4,101,Rioja,36.0,Rioja Tinto,4.0,3.0,882
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2020,4.4,101,Valdeorras,16.39,D.O. Valdeorras,3.0,3.0,883
Mas Doix,Doix,2015,4.4,100,Priorato,95.0,Priorat Tinto,4.0,3.0,884
Vinyes Domenech,Teixar,2015,4.4,99,Montsant,51.05,Montsant Tinto,4.0,3.0,885
Sei Solo,Tinto,2018,4.4,99,Ribera del Duero,52.9,Ribera del Duero Tinto,5.0,3.0,886
Bodegas Ximenez-Spinola,Anada Pedro Ximenez,2018,4.4,99,Jerez-Xeres-Sherry,17.5,Pedro Ximenez,5.0,1.0,887
Abadia Retuerta,Le Domaine Blanco de Guarda,2020,4.4,99,Sardon de Duero,33.8,V.T. Castilla y León,3.0,3.0,888
Artadi,Vina El Pison,1999,4.4,98,Rioja Alavesa,419.85,Tempranillo,4.0,2.0,889
Portal del Priorat,Clos del Portal Somni,2016,4.4,98,Priorato,33.03,Priorat Tinto,4.0,3.0,890
Terroir Al Limit Soc. Lda,Les Manyes,2015,4.4,98,Priorato,189.0,Priorat Tinto,4.0,3.0,891
Castillo Perelada,Emporda Aires de Garbet,2017,4.4,98,Emporda,39.22,Tinto,4.0,3.0,892
Pago de Vallegarcia,Montes de Toledo Syrah,2019,4.4,97,Castilla y Leon,19.5,Syrah,4.0,3.0,893
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014,4.4,97,Ribera del Duero,44.0,Ribera del Duero Tinto,5.0,3.0,894
Vina Sastre,Regina Vides Ribera del Duero,2010,4.4,96,Ribera del Duero,101.1,Ribera del Duero Tinto,5.0,3.0,895
Eulogio Pomares,Maceracion Con Pieles,2017,4.4,95,Rias Baixas,36.95,Albarino,3.0,3.0,896
Toro Albala,Don PX Pedro Ximenez,1986,4.4,95,Montilla-Moriles,225.0,Pedro Ximenez,5.0,1.0,897
Marques de Riscal,Baron de Chirel Rioja Reserva,2003,4.4,95,Rioja,77.0,Rioja Tinto,4.0,3.0,898
Casa Castillo,Pie Franco,2018,4.4,95,Jumilla,69.0,Monastrell,5.0,3.0,899
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2004,4.4,94,Rioja,90.0,Rioja Tinto,4.0,3.0,900
Sangenis I Vaque,Clos Monlleo,2011,4.4,94,Priorato,50.0,Priorat Tinto,4.0,3.0,901
Allende,Calvario Rioja,2010,4.4,92,Rioja,125.97,Rioja Tinto,4.0,3.0,902
Delgado Zuleta,B.Rodriguez La-Cave Quo Vadis?,N.V.,4.4,89,Jerez Amontillado,87.9,Jerez,4.0,3.0,903
Bodegas Mas Alta,La Solana Alta,2017,4.4,90,Priorato,63.46,D.O. Priorato,4.0,3.0,904
Vinas del Vero,Blecua Somontano,2004,4.4,88,Somontano,69.0,Tinto,4.0,3.0,905
Merum Priorati,El Cel,2016,4.4,88,Priorato,64.0,Priorat Tinto,4.0,3.0,906
VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011,4.4,88,Rioja,57.9,Rioja Tinto,4.0,3.0,907
Artadi,El Carretil,2014,4.4,86,Rioja,143.51,Tempranillo,4.0,2.0,908
Mas Perinet,Perinet + Plus,2004,4.4,85,Priorato,54.05,Priorat Tinto,4.0,3.0,909
Espectacle del Montsant,Tinto,2017,4.4,85,Montsant,102.0,Montsant Tinto,4.0,3.0,910
Clos Mogador,Priorat,1999,4.4,85,Priorato,95.0,Priorat Tinto,4.0,3.0,911
Luis A. Rodriguez Vazquez,Vina de Martin Escolma Ribeiro,2016,4.4,85,Ribeiro,37.65,D.O. Ribeiro,3.0,3.0,912
Artadi,Vina El Pison,2001,4.4,85,Rioja Alavesa,340.0,Tempranillo,4.0,2.0,913
Carmelo Rodero,Reserva,2018,4.4,83,Ribera del Duero,28.9,Ribera del Duero Tinto,5.0,3.0,914
Alvaro Palacios,Finca Dofi,2019,4.4,82,Priorato,84.55,Priorat Tinto,4.0,3.0,915
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1959,4.4,80,Rioja,940.0,Rioja Tinto,4.0,3.0,916
Martinet,Cami Pesseroles,2008,4.4,80,Priorato,152.6,Priorat Tinto,4.0,3.0,917
Vizcarra,Ribera del Duero Torralvo,2018,4.4,80,Ribera del Duero,32.45,Ribera del Duero Tinto,5.0,3.0,918
Chozas Carrascal,El Cabernet F - Familiar,2017,4.4,80,Utiel-Requena,34.9,Tinto,4.0,3.0,919
Bodegas Vilano,Premium,2018,4.4,79,Ribera del Duero,35.0,Ribera del Duero Tinto,5.0,3.0,920
Pago de Vallegarcia,Hipperia Red Blend,2018,4.4,79,Castilla y Leon,24.9,Tinto,4.0,3.0,921
Alonso del Yerro,Maria Ribera del Duero,2016,4.4,78,Ribera del Duero,53.9,Ribera del Duero Tinto,5.0,3.0,922
Emilio Moro,Vendimia Seleccionada,2019,4.4,77,Ribera del Duero,21.38,Ribera del Duero Tinto,5.0,3.0,923
Artadi,Vina El Pison,2016,4.4,77,Rioja Alavesa,385.0,Tempranillo,4.0,2.0,924
Clos Figueras,Clos Figueres,2017,4.4,75,Priorato,53.4,Priorat Tinto,4.0,3.0,925
Bodegas Monte La Reina,Castillo de Monte la Reina Cuvee Privee,2015,4.4,75,Toro,14.65,Toro Tinto,5.0,3.0,926
Alonso del Yerro,Maria Ribera del Duero,2015,4.4,75,Ribera del Duero,54.9,Ribera del Duero Tinto,5.0,3.0,927
Sacristia AB,Amontillado Saca,N.V.,4.4,74,Jerez-Xeres-Sherry,62.02,Jerez,4.0,3.0,928
Ontanon,Queiron Reserva Vinedos Familiares,2011,4.4,74,Rioja,26.85,Rioja Tinto,4.0,3.0,929
Martinet,Cami Pesseroles,2011,4.4,74,Priorato,126.5,Priorat Tinto,4.0,3.0,930
Toro Albala,Don PX Gran Reserva,1990,4.4,73,Montilla-Moriles,35.9,Pedro Ximenez,5.0,1.0,931
Ferrer Bobet,Seleccio Especial Vinyes Velles,2017,4.4,73,Priorato,64.35,Priorat Tinto,4.0,3.0,932
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2011,4.4,73,Ribera del Duero,115.2,Ribera del Duero Tinto,5.0,3.0,933
Alta Alella,Dolc Mataro,2018,4.4,72,Alella,17.95,D.O. Alella,4.0,3.0,934
Muga,Prado Enea Gran Reserva,1989,4.4,72,Rioja,140.0,Rioja Tinto,4.0,3.0,935
Muga,Prado Enea Gran Reserva,1991,4.4,72,Rioja,167.0,Rioja Tinto,4.0,3.0,936
Teso La Monja,Victorino,2019,4.4,71,Toro,33.9,Toro Tinto,5.0,3.0,937
Bodegas Roda,Roda I Reserva Rioja,2017,4.4,71,Rioja,45.95,Rioja Tinto,4.0,3.0,938
Bodega Elias Mora,Toro 2V Premium,2005,4.4,70,Toro,44.0,Toro Tinto,5.0,3.0,939
Tridente,Rejon Tempranillo,2018,4.4,70,Castilla y Leon,31.94,Tempranillo,4.0,2.0,940
Joan Simo,Les Eres Vinyes Velles,2015,4.4,70,Priorato,32.49,Priorat Tinto,4.0,3.0,941
Hacienda Lopez de Haro,Gran Reserva Classica Blanco,2012,4.4,70,Rioja,36.75,Rioja Blanco,3.0,3.0,942
Can Axartell,The Artist,2016,4.4,69,Mallorca,26.84,Tinto,4.0,3.0,943
Juan Pinero,Amontillado 30 Years Old V.O.R.S Sherry,N.V.,4.4,69,Jerez Amontillado,36.9,Jerez,4.0,3.0,944
Pazo Barrantes,La Comtesse de Pazo Barrantes Albarino,2017,4.4,69,Rias Baixas,59.95,Albarino,3.0,3.0,945
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2007,4.4,69,Priorato,241.4,Priorat Tinto,4.0,3.0,946
Abadia Retuerta,Seleccion Especial,2018,4.4,68,Sardon de Duero,27.6,Tinto,4.0,3.0,947
Abel Mendoza Monge,5V Blanco,2019,4.4,68,Rioja,37.98,Rioja Blanco,3.0,3.0,948
Mas Llunes,Finca Butaros Vinya Centenaria,2015,4.4,67,Emporda,32.23,Tinto,4.0,3.0,949
Familia Torres,Grans Muralles,2016,4.4,67,Conca de Barbera,123.76,Tinto,4.0,3.0,950
Losada,La Bienquerida,2018,4.4,66,Bierzo,34.55,Mencia,3.0,3.0,951
Artadi,El Carretil,2016,4.4,66,Rioja,155.0,Tempranillo,4.0,2.0,952
